task_id,department,section_id,section_code,from_station_code,from_station_name,to_station_code,to_station_name,defect_type,defect_severity,days_overdue,reported_at,urgency_score,status,section_criticality_score
451,ENGINEERING,4783,NRG_SQQ,NRG,NERGUNDI JN.,SQQ,SALAGAON,Ballast degradation,3,23,2026-08-08 16:39:14.288111,,PENDING,0.2074
452,TRACTION_DISTRIBUTION,3008,BELA_NYM,BELA,BELA,NYM,NEYAMATPUR H,Insulator flashover/damage,2,8,2026-08-23 21:16:14.288111,,PENDING,0.3038
453,ENGINEERING,14787,JAN_BKRO,JAN,JARANGDIH,BKRO,BOKARO THERM,Weld defect,1,2,2026-08-30 00:46:14.288111,,PENDING,0.2616
454,SIGNAL_TELECOM,19622,GKC_GKP,GKC,GORAKHPUR CA,GKP,GORAKHPUR JN,Track circuit failure,4,18,2026-08-13 15:18:14.288111,,PENDING,0.5347
455,TRACTION_DISTRIBUTION,2212,BXR_MGS,BXR,BUXAR,MGS,MUGHAL SARAI,Mast/structure damage,3,41,2026-07-21 22:14:14.288111,,PENDING,0.5746
456,ENGINEERING,14649,KGP_HWH,KGP,KHARAGPUR,HWH,HOWRAH JN.,Fastening/clip failure,4,18,2026-08-14 02:01:14.288111,,PENDING,0.6075
457,ENGINEERING,27653,SDF_NPS,SDF,SUDSAR,NPS,NAPASAR,Track geometry deviation (twist/alignment),3,22,2026-08-09 16:11:14.288111,,PENDING,0.2616
458,TRACTION_DISTRIBUTION,12876,ANPR_KRLR,ANPR,ANPARA,KRLR,KARAILA ROAD,Insulator flashover/damage,3,13,2026-08-18 07:35:14.288111,,PENDING,0.2616
459,SIGNAL_TELECOM,13668,BSCK_NDJ,BSCK,BASUCHAK HAL,NDJ,NANDGANJ,Track circuit failure,5,3,2026-08-28 20:52:14.288111,,PENDING,0.3925
460,TRACTION_DISTRIBUTION,27705,RANI_FA,RANI,RANI,FA,FALNA,Mast/structure damage,1,1,2026-08-30 18:49:14.288111,,PENDING,0.469
461,ENGINEERING,5369,RMV_UPL,RMV,RAMAVARAPPAD,UPL,UPPALUR,Fastening/clip failure,4,2,2026-08-29 19:22:14.288111,,PENDING,0.1308
462,SIGNAL_TELECOM,17955,SASN_CDG,SASN,SAHIBZADA AJ,CDG,CHANDIGARH,Track circuit failure,3,9,2026-08-22 20:35:14.288111,,PENDING,0.4346
463,TRACTION_DISTRIBUTION,21487,MDJN_AII,MDJN,MADAR JN,AII,AJMER JN.,Mast/structure damage,4,26,2026-08-06 05:53:14.288111,,PENDING,0.3382
464,TRACTION_DISTRIBUTION,8324,BNC_KJM,BNC,BANGALORE CA,KJM,KRISHNA RAJA,Traction substation fault,5,11,2026-08-20 17:59:14.288111,,PENDING,0.5654
465,SIGNAL_TELECOM,25553,BIML_KLH,BIML,BHIMAL,KLH,KHEMLI,Signal aspect failure,4,4,2026-08-27 13:36:14.288111,,PENDING,0.2616
466,SIGNAL_TELECOM,28077,SPPR_MAY,SPPR,SHUDNIPUR,MAY,MARIAHU,Interlocking fault,3,23,2026-08-08 15:38:14.288111,,PENDING,0.2074
467,TRACTION_DISTRIBUTION,3086,SEE_CPR,SEE,SONPUR JN.,CPR,CHHAPRA JN.,Mast/structure damage,1,1,2026-08-31 03:59:14.288111,,PENDING,0.6221
468,TRACTION_DISTRIBUTION,16364,BLS_ROP,BLS,BALASORE,ROP,RUPSA JN.,Insulator flashover/damage,3,2,2026-08-29 16:26:14.288111,,PENDING,0.2074
469,SIGNAL_TELECOM,10982,AH_BTE,AH,ACHHNERA JN.,BTE,BHARATPUR JN,Level crossing gate fault,3,31,2026-07-31 20:40:14.288111,,PENDING,0.5455
470,SIGNAL_TELECOM,20166,KJT_CHOK,KJT,KARJAT,CHOK,CHAUK,Interlocking fault,2,29,2026-08-02 16:35:14.288111,,PENDING,0.1308
471,TRACTION_DISTRIBUTION,1051,LKPL_HYB,LKPL,LAKDI KA PUL,HYB,HYDERABAD DE,Mast/structure damage,4,4,2026-08-27 23:31:14.288111,,PENDING,0.6419
472,TRACTION_DISTRIBUTION,26851,QLN_PRND,QLN,QUILON,PRND,PERINAD,Traction substation fault,4,16,2026-08-15 23:44:14.288111,,PENDING,0.4526
473,TRACTION_DISTRIBUTION,5346,PRU_JNE,PRU,PARLU,JNE,JANIYANA,Traction substation fault,1,11,2026-08-20 08:15:14.288111,,PENDING,0.2616
474,TRACTION_DISTRIBUTION,26152,ACOI_LKJN,ACOI,CHHEOKI,LKJN,LINK JN CABI,Traction substation fault,3,0,2026-08-31 22:12:14.288111,,PENDING,0.1308
475,ENGINEERING,17933,AABH_ATNR,AABH,AMBIKA BHAWA,ATNR,AWATARNAGAR,Weld defect,3,21,2026-08-10 17:28:14.288111,,PENDING,0.2074
476,TRACTION_DISTRIBUTION,25916,SGO_NOI,SGO,SAUGOR,NOI,NARIAOLI,Traction substation fault,1,10,2026-08-21 15:04:14.288111,,PENDING,0.1308
477,SIGNAL_TELECOM,23240,PP_UDKN,PP,PURANPUR,UDKN,UDAYPUR KHUR,Interlocking fault,3,3,2026-08-28 22:52:14.288111,,PENDING,0.3038
478,TRACTION_DISTRIBUTION,8390,GOP_BNVD,GOP,GOP JAM,BNVD,BHANVAD,Pantograph interaction issue,3,29,2026-08-02 18:05:14.288111,,PENDING,0.3038
479,ENGINEERING,1552,BRNA_NAD,BRNA,BERAWANYA,NAD,NAGDA JN,Rail wear (flange/gauge),2,24,2026-08-07 21:39:14.288111,,PENDING,0.3673
480,ENGINEERING,22119,NWH_DOB,NWH,NAWALGARH,DOB,DUNDLOD MUKA,Rail fracture,3,5,2026-08-26 09:33:14.288111,,PENDING,0.2616
481,ENGINEERING,27548,GHSR_PJY,GHSR,GHASARA HALT,PJY,PARJANI  HAL,Rail wear (flange/gauge),3,9,2026-08-23 01:31:14.288111,,PENDING,0.1308
482,SIGNAL_TELECOM,27029,BPRD_RNY,BPRD,BARPETA ROAD,RNY,RANGIYA JN.,Track circuit failure,4,3,2026-08-28 13:21:14.288111,,PENDING,0.4526
483,ENGINEERING,26801,LKO_HRI,LKO,LUCKNOW JN.,HRI,HARDOI,Rail wear (flange/gauge),2,12,2026-08-19 11:16:14.288111,,PENDING,0.469
484,ENGINEERING,6553,ROI_DCP,ROI,REOTI,DCP,DAL CHAPRA F,Track geometry deviation (twist/alignment),3,6,2026-08-25 22:01:14.288111,,PENDING,0.2616
485,ENGINEERING,2887,CLX_TEL,CLX,CHIRALA,TEL,TENALI JN.,Track geometry deviation (twist/alignment),3,5,2026-08-27 02:51:14.288111,,PENDING,0.4841
486,SIGNAL_TELECOM,15829,GKM_CEM,GKM,GUNDLAKAMMA,CEM,CHEEKATEEGAL,Track circuit failure,5,5,2026-08-26 12:20:14.288111,,PENDING,0.3382
487,TRACTION_DISTRIBUTION,25061,SOR_KTRA,SOR,SONAGIR,KTRA,KOTRA,Mast/structure damage,3,13,2026-08-18 19:53:14.288111,,PENDING,0.2074
488,ENGINEERING,887,MRJ_HTK,MRJ,MIRAJ JN.,HTK,HATKANANGALE,Track geometry deviation (twist/alignment),4,3,2026-08-28 11:28:14.288111,,PENDING,0.2616
489,SIGNAL_TELECOM,16984,BTKD_MEQ,BTKD,BHARATKUND,MEQ,MALETHU KANA,Level crossing gate fault,3,27,2026-08-04 11:47:14.288111,,PENDING,0.2074
490,ENGINEERING,10069,LNW_KFX,LNW,LAKHANWARA,KFX,KOCHEWAHI,Rail fracture,3,5,2026-08-26 09:09:14.288111,,PENDING,0.3382
491,TRACTION_DISTRIBUTION,10671,RTG_SN,RTG,RANGTONG,SN,SUKNA,Insulator flashover/damage,4,20,2026-08-11 16:37:14.288111,,PENDING,0.1308
492,SIGNAL_TELECOM,18257,KLBA_TNH,KLBA,KALAMBHA,TNH,TINKHEDA,Interlocking fault,2,15,2026-08-16 15:57:14.288111,,PENDING,0.2074
493,SIGNAL_TELECOM,4444,KSU_CHRA,KSU,KUSTAUR,CHRA,CHHARRA,Cable/communication fault,2,17,2026-08-14 07:30:14.288111,,PENDING,0.4841
494,ENGINEERING,15148,DDJ_BNXR,DDJ,DUM DUM JN.,BNXR,BIDHANNAGAR,Weld defect,2,27,2026-08-04 09:31:14.288111,,PENDING,0.9943
495,ENGINEERING,24589,UBL_KNO,UBL,HUBLI JN.,KNO,KUNDGOL,Rail wear (flange/gauge),2,4,2026-08-27 14:53:14.288111,,PENDING,0.3382
496,SIGNAL_TELECOM,16977,NMJ_KYV,NMJ,NIDAMANGALAM,KYV,KOYILVENNI H,Track circuit failure,2,17,2026-08-14 22:34:14.288111,,PENDING,0.3382
497,TRACTION_DISTRIBUTION,8278,TEL_BPP,TEL,TENALI JN.,BPP,BAPATIA,Traction substation fault,3,7,2026-08-24 07:44:14.288111,,PENDING,0.4346
498,SIGNAL_TELECOM,324,CVP_TEN,CVP,KOVILPATTI,TEN,TIRUNELVELI JN,Point machine malfunction,1,11,2026-08-20 10:43:14.288111,,PENDING,0.4147
499,TRACTION_DISTRIBUTION,9303,KGP_HIJ,KGP,KHARAGPUR,HIJ,HIJLI,Traction substation fault,5,18,2026-08-13 20:46:14.288111,,PENDING,0.4346
500,TRACTION_DISTRIBUTION,23026,GIL_PJP,GIL,GAISAL,PJP,PANJIPARA,OHE wire wear/breakage,2,0,2026-08-31 22:27:14.288111,,PENDING,0.2616
